No.,0_Steering_Wheel,1_Throttle,3_Steering_Wheel,4_Throttle,6_Steering_Wheel,105_Steering_Wheel,144_Steering_Wheel,147_Steering_Wheel,148_Throttle,P_vector_1,P_vector_2,P_vector_3,P_vector_4,Emotion_Real
2923,-0.738399018,0,-0.738399018,0,-0.738399018,-0.738399018,-0.738399018,-0.738399018,0.150950924,1.32E-12,8.96E-12,0.95778364,0.042216435,2
2926,-4.316575383,1,-4.316575383,1,-4.464590819,-5.578589887,-5.56314989,-5.56314989,1,1.16E-09,2.58E-12,0.019567715,0.9804323,2
2934,0.086144714,1,0.086144714,1,0.086144714,0.086144714,0.086144714,0.086144714,1,2.85E-06,0.04917559,0.95082,1.52E-06,2
2936,-3.000752882,0.993267,-3.096232791,0.993267,-3.096232791,-3.8664962,-4.131587328,-4.131587328,0.967181265,0.00122235,0.09598151,0.9027939,2.24E-06,2
2943,0.378423459,0,0.378423459,0,0.378423459,0.387653426,0.387653426,0.387653426,0,1.24E-06,0.004050998,0.9959478,6.58E-09,2
2954,1.218403844,1,0.999933413,1,0.999933413,-1.790806844,-1.421501367,-1.09224333,1,2.85E-07,0.06883426,0.9311628,2.65E-06,2
2957,8.767206256,0.228893682,8.767206256,0.228893682,-13.6457688,-26.30761955,-32.76519094,-32.76519094,0,5.72E-07,0.005113814,0.9948856,2.27E-08,2
2961,-0.738399018,0.002827748,-0.738399018,0.002827748,-0.738399018,-0.738399018,-0.738399018,-0.738399018,0.290274143,1.56E-06,0.000432514,0.9995633,2.71E-06,2
2967,-2.37566396,1,-2.37566396,1,-2.37566396,-2.37566396,-2.295620635,-2.295620635,1,1.68E-07,0.010038495,0.98996115,2.42E-07,2
2972,-2.939156091,0,-3.068511947,0,-3.068511947,-5.195773346,-5.526095672,-5.526095672,0,1.38E-05,0.000194559,0.99979156,1.25E-08,2
2976,0.77532068,1,0.77532068,1,0.77532068,1.920076833,0.356886954,0.356886954,1,2.87E-06,0.010693546,0.9893036,4.72E-08,2
2978,-0.21536213,1,-0.21536213,1,-0.21536213,-0.203055678,0.510720214,0.510720214,1,7.38E-09,0.004771089,0.9952289,1.27E-08,2
2994,-2.187875244,0.909999669,-2.187875244,0.901547909,-2.187875244,-2.187875244,-2.187875244,-2.187875244,0.91280061,2.06E-07,0.002606687,0.9973928,2.57E-07,2
3005,-0.073838321,0.363129735,-0.012306385,0.363129735,-0.012306385,1.458429687,1.479971356,1.479971356,0.337734908,1.21E-07,0.003596679,0.9964032,5.06E-08,2
3008,-0.199979065,1,-0.199979065,1,-0.199979065,-0.203055678,-0.181519407,-0.181519407,1,4.60E-06,0.06520525,0.9347899,3.35E-07,2
3010,0.067685126,0.993267,0.067685126,0.993267,0.067685126,-0.596868071,-0.707631137,-0.707631137,0.993267,3.00E-08,0.033911057,0.9660887,3.00E-07,2
3012,0.135370327,1,0.135370327,1,0.135370327,2.107839772,4.208661331,4.208661331,1,2.91E-07,0.008805508,0.9911929,1.43E-06,2
3016,-2.791335264,1,-2.791335264,1,-2.791335264,-3.41660309,-3.576818797,-3.576818797,1,2.29E-08,0.0005105,0.9994894,4.67E-08,2
3019,-9.808461541,1,-9.808461541,1,-9.808461541,-8.345141879,-8.053626617,-8.053626617,0.915593445,1.10E-07,0.002017206,0.9979824,2.81E-07,2
3022,-0.535333802,0.038558919,-0.535333802,0.038558919,-0.535333802,-0.559947432,-0.559947432,-0.559947432,0.038558919,1.47E-07,0.003086174,0.99691343,2.42E-07,2
3026,0.959933089,0.972454965,0.959933089,0.972454965,0.959933089,0.867625988,0.046148946,-0.07999152,0.967181265,6.13E-08,0.01787312,0.9821268,2.47E-08,2
3027,4.492346487,1,4.492346487,1,4.267241684,-8.103234816,-12.49368135,-12.49368135,1,3.63E-07,0.056466695,0.9435304,2.61E-06,2
3034,0.027689366,0.98551482,0.027689366,0.98551482,0.027689366,0.027689366,0.027689366,0.027689366,1,2.28E-06,0.017873202,0.9821238,8.45E-07,2
3035,-0.978394731,0.586063266,-0.978394731,0.586063266,-0.978394731,0.415343329,0.796858423,0.796858423,0.593993545,3.63E-06,0.010549581,0.98944587,8.55E-07,2
3036,-3.265649402,1,-3.931221415,1,-3.931221415,-4.550943911,-4.550943911,-4.550943911,1,8.89E-05,0.001548322,0.9983627,6.67E-09,2
3043,-5.464342511,1,-5.464342511,1,-5.464342511,-7.12431174,-5.001347784,-5.001347784,1,1.49E-06,0.000226903,0.99977154,9.19E-09,2
3049,-2.99767294,0.980312049,-2.95763506,0.977700114,-2.95763506,-0.464569993,0.593791329,0.652249369,0.8462345,6.96E-06,0.035272915,0.96472,1.41E-07,2
3050,-3.542925437,0.998400807,-3.542925437,0.998400807,-3.542925437,-3.521357308,-3.465897867,-3.465897867,0.998400807,5.02E-05,0.006276786,0.99367285,2.01E-07,2
3072,-1.307642013,1,-1.78772895,1,-1.78772895,-5.158736199,-5.909078826,-5.909078826,1,1.61E-06,0.002357698,0.9976406,2.78E-08,2
3081,-1.710786052,0,-1.710786052,0,-1.710786052,-1.710786052,-1.710786052,-1.710786052,0,8.66E-06,0.003366821,0.9966241,4.16E-07,2
3089,-1.464584449,0,-1.464584449,0,-1.464584449,-1.464584449,-1.464584449,-1.464584449,0,1.70E-06,0.000216166,0.99978215,3.79E-08,2
3094,-1.544597388,0.059365198,-1.544597388,0.059365198,-1.544597388,-1.544597388,-1.544597388,-1.544597388,0.368129671,8.26E-07,0.002852585,0.9971464,1.19E-07,2
3100,2.729747521,1,2.729747521,1,2.729747521,2.729747521,2.726668262,2.726668262,1,7.64E-07,0.001825493,0.9981737,8.02E-08,2
3107,2.4464748,1,2.4464748,1,2.4464748,2.880641974,2.849845968,2.849845968,0.78117913,4.26E-07,0.012506699,0.9874884,4.48E-06,2
3115,-130.0737183,1,-130.0737183,1,-130.0737183,-130.0737183,-130.0737183,-130.0737183,1,2.91E-06,0.01869297,0.98130405,9.94E-08,2
3136,-2.569630826,0,-2.57886775,0,-2.57886775,-1.366109783,-0.88301042,-0.88301042,0,7.52E-07,0.007427943,0.99257094,4.43E-07,2
3147,-1.790806844,0,-1.84620739,0,-1.84620739,-1.689242505,-1.649233475,-1.649233475,0,2.73E-06,0.00656857,0.9934282,5.00E-07,2
3150,-19.48698715,0.784378171,-19.48698715,0.784378171,-19.48698715,-18.88003271,-18.88003271,-18.88003271,0.784378171,0.000780784,0.026784606,0.972432,2.60E-06,2
3159,2.110918006,1,2.110918006,1,2.110918006,3.053111896,3.053111896,2.988433114,1,2.64E-05,0.047359023,0.9526145,1.08E-07,2
3161,-0.455339982,0.368129671,-0.455339982,0.368129671,-0.455339982,0.449186628,1.123013729,1.123013729,0.306354433,0.000162336,0.00547126,0.9943663,1.71E-07,2
3167,-1.790806844,0.42150709,-1.790806844,0.42150709,-1.790806844,-1.790806844,-1.790806844,-1.790806844,0,3.16E-05,0.011026508,0.9889388,3.10E-06,2
3170,-0.615328475,0.347972929,-0.615328475,0.337734908,-0.615328475,-0.615328475,-0.615328475,-0.615328475,0.91280061,6.37E-06,0.021241654,0.97875196,1.93E-08,2
3175,1.123013729,0,1.123013729,0,1.123013729,1.680009508,1.76618472,1.76618472,0,6.86E-07,0.015799616,0.9841995,1.67E-07,2
3183,0.415343329,0.65834552,0.415343329,0.65834552,0.415343329,0.415343329,0.513796912,0.513796912,0,2.95E-08,0.001204312,0.99879515,4.80E-07,2
3185,-3.86957819,1,-3.86957819,1,-4.02369342,-3.743219995,-3.743219995,-3.727811749,1,3.85E-09,0.000573961,0.999426,7.66E-08,2
3195,-1.76618472,0,-1.76618472,0,-1.76618472,-1.76618472,-1.707708329,-1.707708329,0.890162826,3.53E-07,0.002170466,0.99782807,1.05E-06,2
3202,0.415343329,0,0.415343329,0,0.415343329,0.415343329,0.415343329,0.415343329,0,5.78E-07,0.000749144,0.9992501,9.08E-08,2
3204,-1.82774037,0,-1.82774037,0,-1.82774037,-1.384573559,-1.29225596,-1.29225596,0,1.78E-07,0.000879503,0.9991203,8.44E-08,2
3216,-3.016152251,1,-3.733975047,1,-3.733975047,-5.658882107,-6.691140315,-6.691140315,1,0.000202928,0.001752059,0.99804497,2.25E-08,2
3220,0.919933106,0,1.076858215,0,1.076858215,1.141476139,1.141476139,1.141476139,0,1.82E-05,0.013286242,0.9866955,2.35E-08,2
3225,0.172289578,0,0.172289578,0,0.172289578,0.172289578,0.172289578,0.172289578,0.010074752,2.41E-06,0.00083967,0.9991579,5.34E-09,2
3226,-2.387978777,0.977700114,-2.387978777,0.977700114,-2.387978777,-3.472060141,-3.472060141,-3.472060141,0.977700114,2.16E-05,0.003375317,0.996603,4.16E-08,2
3227,54.95758192,0.893021643,54.95758192,0.893021643,54.95758192,55.85660678,55.90725152,55.90725152,0.993267,3.84E-05,0.05897415,0.94098663,8.75E-07,2
3234,-2.332563209,0.929438055,-2.332563209,0.929438055,-2.538840966,-2.717430314,-2.939156091,-2.939156091,0.940372884,1.50E-06,0.004558623,0.9954391,7.64E-07,2
3237,3.91889277,0.524402857,3.7247301,0.524402857,3.7247301,2.738985469,2.181718604,2.181718604,0.765023112,4.10E-07,0.000332723,0.9996668,9.34E-08,2
3245,-0.196902451,0.524402857,-0.196902451,0.524402857,-0.196902451,0.187672612,0.172289578,0.15075334,0.295663983,8.70E-06,0.025598211,0.974393,2.61E-08,2
3250,3.034631903,0.643682837,3.034631903,0.643682837,3.016152251,2.99767294,2.99767294,2.99767294,0.74194181,0.000496233,0.000579581,0.9989242,7.21E-09,2
3252,0.744552586,0.852208078,0.744552586,0.852208078,0.744552586,1.255329689,1.258406899,1.258406899,0.98551482,0.000713565,0.002562773,0.9967237,9.57E-09,2
3265,0.227668583,0,0.227668583,0,0.227668583,0.304584125,0.230745196,0.230745196,0,0.000407201,6.42E-06,0.9995864,2.40E-09,2
3269,-0.101527711,0.132041946,-0.101527711,0.132041946,-0.101527711,-0.101527711,-0.101527711,-0.101527711,0.234635413,0.00014186,0.00046232,0.9993957,2.59E-10,2
3270,-0.738399018,0.106241122,-0.738399018,0.106241122,-0.738399018,-0.738399018,-0.738399018,-0.738399018,0.42150709,3.21E-05,0.002444424,0.99752337,3.70E-08,2
3272,0.286124361,0.988105774,0.286124361,0.988105774,0.286124361,-0.012306385,-0.190749225,-0.190749225,0.993267,1.27E-05,2.40E-05,0.9999633,1.75E-09,2
3273,1.673854403,0.869910777,1.673854403,0.869910777,1.455352305,-0.809165815,-0.464569993,-0.464569993,0.872830033,1.38E-06,0.000274603,0.999724,6.66E-10,2
3278,-2.033963841,0.099681988,-2.033963841,0.099681988,-2.033963841,1.72001905,1.72001905,1.72001905,0.284833223,7.35E-05,0.000104882,0.9998216,1.25E-09,2
3280,2.849845968,0.48099345,2.849845968,0.48099345,2.849845968,2.871403172,2.871403172,2.871403172,1,9.10E-07,0.000392203,0.9996069,6.14E-10,2
3285,-2.95763506,0.864045799,-3.108553241,0.864045799,-3.108553241,-2.295620635,-2.277149518,-2.277149518,0.864045799,3.05E-05,0.000200222,0.99976915,6.53E-08,2
3292,6.391190635,1,6.391190635,1,6.391190635,6.848903267,6.75609667,6.75609667,1,1.36E-06,0.00202432,0.9979741,2.52E-07,2
3294,-0.039995752,0.990689814,-0.039995752,0.990689814,-0.039995752,0.119987315,0.209208904,0.209208904,0.990689814,8.45E-06,0.000135675,0.9998559,3.19E-09,2
3300,-9.202069754,1,-9.202069754,1,-9.202069754,-31.50072744,-25.73578621,-25.73578621,1,3.81E-07,8.39E-08,0.9999995,2.31E-09,2
3301,-4.64655868,0.909999669,-4.64655868,0.909999669,-4.64655868,-3.8017744,-3.472060141,-3.472060141,0.895872116,7.58E-08,9.75E-09,0.9999999,6.04E-09,2
3310,0.270741252,0,0.270741252,0,0.270741252,0.270741252,0.270741252,0.270741252,0,3.76E-05,5.34E-08,0.99996233,2.84E-08,2
3316,1.643078371,0.765023112,1.643078371,0.765023112,1.643078371,1.584604882,1.984714644,1.984714644,0.765023112,0.000281678,1.20E-07,0.9997181,4.58E-09,2
3322,0.65532611,0.368129671,0.65532611,0.368129671,0.65532611,0.65532611,0.65532611,0.65532611,0.368129671,3.15E-05,1.25E-08,0.9999684,2.13E-09,2
3323,-1.043011118,0.961878657,-1.043011118,0.961878657,-1.043011118,2.489578282,2.489578282,2.489578282,1,2.35E-06,6.64E-10,0.9999976,3.74E-09,2
3329,-0.061531932,0.964533627,-0.061531932,0.964533627,-0.061531932,-2.954555118,-3.142435334,-3.08391234,0.907190621,2.45E-07,2.92E-09,0.99999976,2.86E-10,2
3330,0.676863426,1,0.676863426,1,0.676863426,1.599992472,1.618457784,1.618457784,1,2.54E-05,3.96E-09,0.9999746,1.66E-09,2
3335,0.098451108,0.995837271,0.098451108,0.995837271,0.098451108,-0.433803306,-0.433803306,-0.433803306,0.988105774,2.82E-06,1.25E-08,0.99999714,2.03E-10,2
3344,0.147676737,1,0.147676737,1,0.147676737,-0.199979065,-0.21536213,-0.21536213,1,9.99E-06,2.77E-09,0.99999,1.09E-10,2
3359,0.532257103,0.150950924,0.532257103,0.306354433,0.532257103,0.532257103,0.513796912,0.513796912,0.368129671,0.000410235,5.29E-08,0.99958974,1.86E-09,2
3361,-3.136274768,0.998400807,-3.136274768,0.998400807,-3.136274768,-2.498814865,-2.498814865,-2.498814865,0.998400807,3.22E-07,5.23E-09,0.99999964,1.33E-12,2
3364,-0.239975035,0.718296468,-0.239975035,0.718296468,-0.239975035,-0.141523532,-2.329484633,-2.329484633,0,3.51E-07,1.16E-09,0.99999964,1.26E-11,2
3366,-0.135370327,0.262843907,-0.135370327,0.262843907,-0.135370327,1.387650855,1.953934514,1.953934514,0.382976413,1.32E-06,1.85E-08,0.9999987,2.44E-10,2
3372,-0.043072349,1,-0.043072349,1,-0.043072349,0.175366191,0.941471532,0.941471532,1,2.77E-08,7.48E-08,0.9999999,1.93E-10,2
3376,-1.563062359,0,-1.563062359,0,-1.563062359,-1.563062359,-1.563062359,-1.563062359,0,2.40E-09,1.23E-08,1,2.40E-11,2
3389,-3.41660309,1,-3.41660309,1,-3.41660309,-3.576818797,-3.80485639,-3.80485639,1,5.46E-08,1.02E-08,1,2.41E-10,2
3395,0.476876701,0,0.476876701,0,0.476876701,0.476876701,0.476876701,0.476876701,0.524402857,1.33E-07,4.30E-09,0.9999999,4.68E-10,2
3397,-7.33172591,0.972454965,-7.33172591,0.972454965,-7.33172591,-14.52126441,-11.18305866,-11.18305866,1,2.46E-08,4.53E-09,1,1.61E-10,2
3400,0.815319468,1,0.815319468,1,0.953779179,1.378418967,0.212285517,0.212285517,1,1.03E-07,4.41E-09,0.9999999,2.97E-10,2
3421,0.37227019,1,0.37227019,1,0.37227019,0.089221312,-0.363040223,-0.381500115,0.943087399,9.09E-06,2.05E-07,0.9999907,7.73E-08,2
3432,0.15075334,0.295663983,0.15075334,0.295663983,0.15075334,-0.175366191,-0.218438743,-0.599944812,0.187718421,1.86E-05,5.30E-09,0.9999814,1.61E-09,2
3438,-0.156906555,0.106241122,-0.156906555,0.106241122,-0.156906555,-0.156906555,-0.156906555,-0.156906555,0.440203071,1.49E-06,9.00E-08,0.99999845,2.50E-09,2
3439,-0.039995752,0.993267,-0.039995752,0.993267,-0.039995752,-0.039995752,-0.039995752,-0.039995752,0.993267,2.83E-05,3.05E-08,0.99997175,1.44E-09,2
3443,-2.868323571,0.945794284,-2.868323571,0.945794284,-2.973034087,-2.97919363,-2.97919363,-2.97919363,0.945794284,2.06E-05,7.58E-10,0.9999794,4.29E-11,2
3449,1.344568967,0.758484423,1.344568967,0.758484423,1.344568967,1.44304278,1.012241231,1.012241231,0.758484423,7.21E-06,1.61E-08,0.9999925,3.11E-07,2
3456,-1.744640661,0.621248782,-1.744640661,0.621248782,-1.744640661,-1.744640661,-1.744640661,-1.744640661,0,4.00E-06,2.71E-08,0.9999958,1.01E-07,2
3457,-0.381500115,0,-0.381500115,0,-0.381500115,2.169405323,2.150935401,2.150935401,0,6.29E-06,2.08E-07,0.99999344,9.86E-09,2
3458,-1.710786052,0,-1.710786052,0,-1.710786052,-1.710786052,-1.710786052,-1.710786052,0,1.56E-07,1.24E-07,0.99999976,5.00E-10,2
3463,0.959933089,1,0.959933089,1,0.907625544,-1.058396061,-0.944548401,-0.759936676,1,2.75E-08,1.31E-07,0.9999999,3.23E-09,2
3467,-3.50903276,0.98551482,-3.50903276,0.98551482,-3.50903276,-2.665083079,-2.514209453,-2.514209453,0.980312049,4.02E-08,9.13E-06,0.9999908,2.47E-08,2
3471,1.196863882,1,1.196863882,1,1.196863882,-3.838757944,-5.451992698,-5.451992698,1,2.63E-06,3.28E-07,0.999997,6.33E-09,2
3477,-3.764792562,1,-3.764792562,1,-3.764792562,-5.106269979,-5.578589887,-5.578589887,1,5.43E-07,1.50E-08,0.9999994,1.09E-09,2
3482,0.876856596,0,0.876856596,0,0.876856596,0.695324044,0.57533101,0.57533101,0.515878677,5.20E-08,1.38E-08,1,8.25E-11,2
3489,3.333422465,1,3.398117976,1,3.398117976,2.187875244,2.209423913,2.110918006,0.993267,2.45E-10,5.28E-09,1,9.83E-11,2
3494,2.412608412,0.945794284,2.412608412,0.945794284,2.412608412,-1.486126119,-1.507668129,-1.510745511,0.975081086,8.02E-09,1.35E-09,1,9.38E-12,2
3508,2.264835555,0,2.264835555,0,2.264835555,2.264835555,2.267914131,2.267914131,0.059365198,8.98E-09,8.78E-09,1,2.76E-11,2
3511,10.51543813,0.70104605,9.167887554,0.79391247,9.167887554,5.414943601,5.887453338,5.887453338,1,1.30E-06,7.08E-08,0.99999857,9.12E-09,2
3515,0.892241027,1,0.892241027,1,0.892241027,-2.631212253,-3.783283481,-3.783283481,1,3.56E-06,7.80E-08,0.9999963,3.30E-08,2
3517,0.427649952,0.88441962,0.427649952,0.88441962,0.427649952,0.387653426,0.387653426,0.387653426,0.88441962,1.42E-07,8.84E-09,0.9999999,7.94E-10,2
3524,-2.009339157,0.138386071,-2.009339157,0.138386071,-2.009339157,-2.009339157,-2.009339157,-2.009339157,0.378052771,3.48E-08,2.56E-08,1,2.02E-09,2
3526,-10.157129,1,-10.157129,1,-10.157129,29.75979305,31.24294507,31.24294507,1,1.61E-10,8.80E-09,1,3.65E-10,2
3530,-120.5862106,0,-120.5862106,0,-120.6618691,-124.5406963,-124.9971819,-124.9971819,0,1.45E-09,1.58E-09,1,1.69E-10,2
3534,24.75600617,0.921155095,24.75600617,0.921155095,24.75600617,58.23417312,64.25074845,64.25074845,1,5.44E-09,3.42E-08,1,7.85E-09,2
3535,-3.767874211,1,-3.767874211,1,-3.767874211,-2.215580553,-1.76618472,-1.76618472,0.010074752,9.89E-08,3.50E-09,0.9999999,1.02E-09,2
3537,0.141523532,0.904373348,0.141523532,0.904373348,0.141523532,-0.123063917,-0.123063917,-0.123063917,0.918378234,1.85E-07,1.96E-08,0.99999976,2.79E-09,2
3548,-3.650772229,0.872830033,-3.650772229,0.872830033,-3.650772229,-3.364229396,-2.843686767,-2.843686767,0.864045799,4.02E-08,3.90E-07,0.9999995,4.64E-08,2
3550,0.57533101,0.601859391,0.57533101,0.601859391,0.57533101,0.57533101,0.57533101,0.57533101,0.621248782,1.12E-07,6.76E-08,0.99999976,1.86E-09,2
3552,2.908359061,0,3.028472019,0,3.028472019,4.711335449,3.900399461,3.900399461,0,1.54E-09,6.77E-09,1,6.18E-10,2
3562,-0.559947432,0.038558919,-0.559947432,0.038558919,-0.559947432,-0.556870734,-0.556870734,-0.556870734,0.052479357,8.24E-08,9.73E-09,0.9999999,1.02E-08,2
3569,0.476876701,0,0.476876701,0,0.476876701,0.476876701,0.476876701,0.476876701,0,6.31E-06,1.07E-06,0.9999926,2.88E-08,2
3575,1.741562938,0,1.741562938,0,1.741562938,1.741562938,1.741562938,1.741562938,0,1.07E-08,9.96E-10,1,3.99E-09,2
3579,-1.544597388,0.228893682,-1.544597388,0.228893682,-1.544597388,-1.544597388,-1.544597388,-1.544597388,0.234635413,7.00E-09,3.67E-08,1,2.83E-09,2
3586,1.276869992,1,1.276869992,1,1.276869992,-2.674320686,-0.236898422,-0.236898422,1,1.24E-07,6.19E-07,0.9999993,1.25E-08,2
3588,-5.380983665,1,-3.459735935,1,-3.459735935,5.939973843,5.683588903,5.683588903,1,3.68E-07,1.67E-09,0.99999964,3.66E-09,2
3596,-0.123063917,0.923923969,-0.123063917,0.923923969,-0.123063917,-0.116910713,0.304584125,0.304584125,0.932183385,2.81E-08,9.61E-09,1,3.54E-08,2
3611,0.387653426,0,0.387653426,0,0.387653426,0.387653426,0.387653426,0.387653426,0,1.54E-08,5.72E-09,1,1.88E-08,2
3613,-0.039995752,0.993267,-0.039995752,0.993267,-0.039995752,-0.039995752,-0.039995752,-0.039995752,0.993267,2.39E-06,6.81E-09,0.9999976,2.37E-08,2
3618,0.024612769,0.932183385,0.024612769,0.932183385,0.024612769,-0.563024174,-1.199941007,-1.199941007,0.969821692,3.80E-08,6.16E-09,1,2.68E-09,2
3620,3.15783641,0,3.444331104,0,3.444331104,3.644609273,3.028472019,3.028472019,0,5.77E-07,7.33E-08,0.9999993,1.09E-08,2
3625,55.30953861,0.990689814,55.55746353,0.995837271,55.55746353,55.83973248,42.64698317,42.64698317,0.977700114,1.46E-07,6.80E-08,0.99999976,1.75E-09,2
3629,1.126090854,0,1.126090854,0,1.126090854,-0.187672612,-0.467646648,-0.467646648,0.65834552,1.38E-06,7.42E-08,0.99999845,1.49E-08,2
3637,0.249204896,0,0.249204896,0,0.249204896,0.356886954,-0.415343329,-0.415343329,0.70104605,1.07E-07,2.17E-06,0.99999774,1.19E-09,2
3641,6.085195787,0.273901016,6.085195787,0.273901016,6.085195787,28.87801396,35.93019818,40.28596882,0.211461216,2.73E-09,2.23E-07,0.99999976,1.86E-10,2
3646,-1.812351244,0.079733536,-1.812351244,0.002827748,-1.812351244,-1.812351244,-1.812351244,-1.812351244,0.002827748,2.40E-08,4.62E-07,0.9999995,6.10E-10,2
3650,2.387978777,1,2.387978777,1,2.387978777,2.387978777,2.428002147,2.428002147,0.144688889,3.81E-07,6.76E-05,0.99993193,5.99E-08,2
3651,29.34202987,1,29.34202987,1,29.34202987,50.87584247,32.39093549,32.39093549,0.765023112,6.56E-06,2.52E-05,0.9999683,2.15E-09,2
3653,-0.5384105,1,-0.5384105,1,-0.5384105,0.178442794,0.178442794,0.178442794,1,2.69E-06,1.31E-05,0.99998415,2.39E-08,2
3655,-0.316890663,0,-0.316890663,0,-0.316890663,-0.744552586,-0.744552586,-0.744552586,0.017267888,5.54E-07,1.87E-06,0.9999975,2.73E-08,2
3656,-1.046088072,0.809597135,-1.046088072,0.809597135,-1.046088072,-1.046088072,-1.046088072,-1.046088072,0.904373348,2.34E-05,1.41E-06,0.9999751,5.78E-09,2
3657,-2.942236033,0,-2.634291341,0,-2.634291341,0.187672612,0.369193534,0.369193534,0,3.93E-07,9.23E-10,0.99999964,4.18E-12,2
3666,-0.156906555,0.187718421,-0.055378738,0.132041946,-0.055378738,0.338427104,0.495336807,0.495336807,0.002827748,8.65E-09,0.000272632,0.9997273,2.26E-08,2
3677,-3.493627246,0.821964324,-3.493627246,0.821964324,-3.493627246,-3.086992623,-3.650772229,-3.650772229,0.869910777,2.14E-07,5.86E-08,0.9999956,4.07E-06,2
3682,-2.939156091,0.940372884,-2.939156091,0.940372884,-2.936076491,-2.936076491,-2.936076491,-2.936076491,0.79391247,3.20E-09,9.33E-06,0.999982,8.71E-06,2
3688,44.48005155,0.193708956,44.48005155,0.193708956,44.48005155,-6.799405004,-6.539602117,-6.168635209,0.31165567,2.16E-07,3.82E-05,0.99995744,4.15E-06,2
3697,1.821584754,0.969821692,1.821584754,0.969821692,1.821584754,1.82774037,1.110705569,1.110705569,1,1.32E-05,1.61E-06,0.9999851,6.32E-09,2
3703,-0.430726608,0.837204337,-0.759936676,0.679931283,-0.759936676,-0.812242599,0.046148946,0.046148946,0,0.000424348,4.22E-06,0.9989502,0.000621311,2
3705,-0.375346803,0.079733536,-0.375346803,0.079733536,-0.375346803,-0.375346803,-0.375346803,-0.375346803,0.363129735,0.000154135,1.01E-07,0.99984133,4.45E-06,2
3706,-26.8078614,0.915593445,-26.8078614,0.915593445,-26.8078614,0.129217122,0.129217122,0.129217122,0.628794491,1.16E-05,5.02E-05,0.99975544,0.000182889,2
3707,2.209423913,1,1.904687195,1,1.904687195,-2.73282678,-1.812351244,-1.209172383,1,3.36E-05,3.12E-05,0.99993503,1.08E-07,2
3709,0.553794036,0.086428814,0.553794036,0.086428814,0.553794036,0.553794036,0.553794036,0.553794036,0.157172695,1.46E-07,3.64E-06,0.9999937,2.51E-06,2
3710,-2.351034837,0.878642201,-2.351034837,0.878642201,-2.628132994,-3.234844861,-3.265649402,-3.265649402,0.909999669,4.61E-07,9.34E-08,0.9999993,9.34E-08,2
