No.,0_Steering_Wheel,1_Throttle,3_Steering_Wheel,4_Throttle,6_Steering_Wheel,105_Steering_Wheel,144_Steering_Wheel,147_Steering_Wheel,148_Throttle,P_vector_1,P_vector_2,P_vector_3,P_vector_4,Emotion_Real
2047,1.68308723,0,1.76618472,0,1.76618472,1.898531237,1.563062359,1.563062359,0,8.32E-07,8.82E-09,0.99999917,3.65E-08,2
2051,-2.274070942,0.059365198,-2.274070942,0.059365198,-2.335641785,-2.837527736,-2.837527736,-2.837527736,0.106241122,9.55E-08,9.48E-09,0.9999999,2.38E-08,2
2054,74.25262461,0.382976413,72.50574407,0.636267304,72.50574407,23.92272498,-2.317170327,-2.317170327,0.093078084,4.23E-08,5.84E-09,1,4.81E-08,2
2062,-1.569217293,0,-1.569217293,0,-1.569217293,-1.569217293,-1.569217293,-1.569217293,0,1.83E-08,4.67E-09,1,2.11E-08,2
2064,0.69224726,0.993267,0.69224726,0.993267,0.69224726,0.083068117,0.067685126,0.067685126,0.993267,2.50E-06,3.69E-09,0.9999974,8.41E-08,2
2065,3.72164811,0,3.72164811,0,3.72164811,2.628132994,2.101683472,2.006261093,0,1.15E-06,5.41E-06,0.9999907,2.73E-06,2
2071,0.178442794,1,0.178442794,1,0.178442794,0.178442794,0.178442794,0.178442794,1,2.18E-05,2.12E-06,0.9999758,2.95E-07,2
2074,-2.856005169,1,-2.856005169,1,-2.856005169,6.023395511,11.41418712,12.03019395,1,1.40E-08,7.07E-09,0.9999999,1.37E-07,2
2084,-3.105473299,0,-3.105473299,0,-3.105473299,-0.57533101,0.332273835,0.332273835,0,1.16E-06,3.12E-06,0.999995,6.89E-07,2
2086,64.1636019,0.651041925,64.1636019,0.651041925,64.1636019,60.96582662,58.97103755,58.3508456,0.837204337,5.92E-07,7.74E-08,0.99999905,3.12E-07,2
2095,-5.56314989,1,-5.56314989,1,-5.56314989,-1.836973709,-1.436888017,-1.436888017,1,3.57E-08,1.39E-09,1,2.93E-08,2
2098,0.476876701,0,0.476876701,0,0.476876701,0.476876701,0.476876701,0.476876701,0,1.37E-05,4.28E-07,0.99998534,4.96E-07,2
2099,2.871403172,1,2.871403172,1,2.871403172,2.868323571,2.865243971,2.825209505,1,1.03E-08,4.99E-09,1,4.49E-08,2
2108,0.492260108,0,0.492260108,0,0.492260108,0.492260108,0.492260108,0.492260108,0,1.08E-07,2.81E-09,0.99999976,6.12E-08,2
2111,-0.193825838,1,-0.193825838,1,-0.430726608,-1.470739212,-1.458429687,-1.458429687,1,4.48E-08,1.02E-07,0.9999999,3.82E-09,2
2112,-1.563062359,0.609661818,-1.563062359,0.609661818,-1.563062359,-1.544597388,-1.544597388,-1.544597388,0.138386071,1.06E-08,1.18E-06,0.99999833,5.45E-07,2
2115,1.455352305,0.869910777,1.09224333,0.869910777,1.09224333,-0.65532611,-0.449186628,-0.356886954,0.872830033,9.36E-09,1.51E-09,1,7.79E-11,2
2122,-3.3056965,0.864045799,-3.3056965,0.864045799,-3.3056965,-2.754382277,-3.11779375,-3.11779375,0.864045799,3.90E-06,1.52E-07,0.99999595,9.86E-09,2
2124,-0.341503738,0.818887293,-0.341503738,0.818887293,-0.341503738,-1.726174495,-1.633845544,-1.603070024,0.88441962,9.94E-11,5.60E-12,1,5.43E-10,2
2125,-15.25071048,0.953869879,-15.25071048,0.953869879,-15.25071048,-10.74616987,-4.634220475,-4.634220475,0.940372884,2.03E-06,1.65E-09,0.99999726,6.71E-07,2
2136,-3.290293717,1,-3.102393016,1,-3.102393016,-1.492280881,0.175366191,0.175366191,1,2.52E-06,5.46E-11,0.9999969,5.40E-07,2
2146,-0.356886954,0.240343273,-0.356886954,0.240343273,-0.516873611,-0.279971113,-0.279971113,-0.279971113,0,5.30E-06,4.69E-09,0.9999944,4.01E-07,2
2149,-1.812351244,0,-1.812351244,0,-1.812351244,-2.194032055,-2.194032055,-2.194032055,0,6.19E-07,1.82E-08,0.99999917,2.47E-07,2
2162,-0.199979065,1,-0.199979065,1,-0.199979065,-0.203055678,-0.203055678,-0.203055678,1,3.16E-11,1.86E-08,0.9989612,0.001038808,2
2174,-10.90838561,0.181690574,-10.90838561,0.181690574,-10.90838561,-17.68996853,-17.94220489,-17.94220489,0.169521064,8.29E-13,1.33E-08,0.99810624,0.001893734,2
2190,-7.33172591,0.38787514,-7.33172591,0.38787514,-7.33172591,-9.584467375,-9.60623899,-9.60623899,1,1.62E-11,8.77E-09,0.9991831,0.000816865,2
2192,-0.467646648,0.904373348,-0.467646648,0.904373348,-0.467646648,-0.467646648,-0.467646648,-0.467646648,0.88441962,2.74E-11,3.96E-08,0.9989278,0.001072178,2
2194,-40.93745388,0.861099899,-35.17273389,0.904373348,-35.17273389,4.813137415,7.929627286,7.827349039,1,1.08E-10,2.93E-07,0.9921226,0.007877054,2
2199,1.261484024,0.679931283,1.261484024,0.679931283,1.261484024,-0.135370327,-0.615328475,-0.615328475,0.609661818,2.36E-11,1.32E-08,0.99947935,0.000520717,2
2208,-3.931221415,1,-3.931221415,1,-3.931221415,-3.080832398,-2.147857166,-2.147857166,1,1.43E-11,1.08E-07,0.99945337,0.000546483,2
2210,-11.16120306,0.940372884,-11.16120306,0.940372884,-11.16120306,-5.384070776,-3.287213093,-2.495736118,0.893021643,1.46E-10,1.82E-07,0.9808069,0.019192874,2
2214,-0.375346803,0.3976174,-0.375346803,0.3976174,-0.375346803,-0.375346803,-0.375346803,-0.375346803,0.327387393,4.66E-10,3.73E-09,0.9993118,0.000688198,2
2217,0.15075334,0.988105774,0.064608529,0.988105774,0.064608529,0.009229788,0.175366191,0.175366191,0.995837271,1.59E-10,9.87E-09,0.99946564,0.000534336,2
2229,-2.862164199,0,-2.862164199,0,-2.905279119,-3.931221415,-4.587954769,-4.587954769,0,1.26E-12,2.52E-11,0.9995388,0.00046129,2
2238,0.999933413,0.887295485,0.999933413,0.887295485,0.999933413,0.69224726,0.69224726,0.69224726,0.93765074,2.06E-11,1.84E-10,0.9999534,4.66E-05,2
2241,-3.441250137,1,-3.441250137,1,-3.441250137,-3.472060141,-2.409529665,-2.409529665,1,1.93E-13,3.40E-10,0.9998988,0.000101183,2
2242,2.929916948,0,2.929916948,0,2.37566396,2.37566396,2.38490003,2.38490003,0.099681988,2.88E-11,1.86E-09,0.9998561,0.000143891,2
2250,-1.544597388,0.079733536,-1.544597388,0.052479357,-1.544597388,-1.544597388,-1.544597388,-1.544597388,0.132041946,2.41E-11,7.89E-08,0.9976726,0.002327292,2
2254,-4.029858426,1,-4.029858426,1,-4.029858426,-3.749383634,-3.345744964,-3.345744964,1,7.34E-11,2.50E-09,0.99993765,6.23E-05,2
2278,1.141476139,0,1.141476139,0,1.141476139,1.141476139,1.141476139,1.141476139,0,1.64E-11,1.55E-07,0.99992,7.98E-05,2
2301,-3.61687648,0.864045799,-3.505951453,0.864045799,-3.505951453,-2.351034837,-2.541919883,-2.628132994,0.864045799,8.18E-13,2.17E-09,0.9999856,1.44E-05,2
2308,-2.187875244,0.368129671,-2.187875244,0.368129671,-2.187875244,-2.187875244,-2.187875244,-2.187875244,0.665594399,4.23E-11,1.69E-09,1,5.36E-08,2
2314,0.57533101,0.617401898,0.57533101,0.617401898,0.57533101,0.57533101,0.57533101,0.57533101,0.621248782,8.77E-11,8.52E-09,0.99999976,2.33E-07,2
2316,-2.295620635,0.858145058,-2.295620635,0.858145058,-2.338720532,-2.412608412,-2.431080894,-2.431080894,0.840223789,8.88E-10,5.46E-09,0.9999987,1.27E-06,2
2317,-2.009339157,0.138386071,-2.009339157,0.144688889,-2.009339157,-2.009339157,-2.009339157,-2.009339157,0.472076327,1.92E-10,5.79E-09,0.9999989,1.04E-06,2
2320,-2.963794603,0.704520822,-2.963794603,0.704520822,-2.963794603,-2.883721574,-2.883721574,-2.883721574,0.643682837,1.14E-09,1.64E-09,1,3.33E-09,2
2327,1.301487592,0,1.301487592,0,1.301487592,1.726174495,1.781573505,1.781573505,0,1.11E-09,2.06E-09,0.9999999,7.91E-08,2
2334,-1.283024328,1,-1.283024328,1,-1.283024328,-1.283024328,-1.283024328,-1.283024328,1,2.19E-10,9.75E-07,0.99936813,0.000630957,2
2338,-2.317170327,0.70104605,-2.317170327,0.70104605,-2.317170327,-2.150935401,-2.150935401,-2.150935401,0.940372884,2.15E-12,3.26E-10,0.9999883,1.16E-05,2
2343,0.175366191,0.995837271,0.175366191,0.995837271,0.175366191,0.69224726,0.227668583,0.07999152,0.993267,2.61E-12,5.31E-09,0.9998698,0.000130184,2
2346,-2.37566396,1,-2.37566396,1,-2.37566396,-2.295620635,-2.295620635,-2.295620635,1,8.35E-12,2.30E-08,0.9999293,7.06E-05,2
2353,-2.110918006,0.909999669,-2.110918006,0.909999669,-2.110918006,0.390730082,1.218403844,1.218403844,0.831137121,1.51E-10,4.10E-07,0.9961047,0.003894895,2
2355,-0.744552586,0.052479357,-0.744552586,0.052479357,-0.744552586,-0.744552586,-0.744552586,-0.744552586,0.059365198,3.99E-11,7.33E-08,0.9977992,0.002200723,2
2359,-0.615328475,0,-0.615328475,0,-0.615328475,-0.615328475,-0.615328475,-0.615328475,0,2.57E-09,4.74E-07,0.8917871,0.10821237,2
2363,-7.409137918,1,-7.69410681,1,-7.69410681,-6.072835049,-3.327260874,-2.856005169,1,1.32E-12,8.08E-10,0.9999764,2.36E-05,2
2366,-15.66521106,0.88441962,-15.66521106,0.88441962,-15.66521106,-8.605786023,-8.525095708,-8.525095708,0.875740469,4.17E-11,3.56E-07,0.9761712,0.023828408,2
2373,-1.043011118,0,-1.043011118,0,-1.043011118,-1.043011118,-1.043011118,-1.043011118,0,4.45E-12,1.01E-08,0.9999342,6.58E-05,2
2375,0.279971113,0.909999669,0.279971113,0.909999669,0.279971113,-0.286124361,-0.190749225,-0.190749225,0.625036359,2.05E-12,8.65E-09,0.99980956,0.000190394,2
2381,0.086144714,1,0.086144714,1,0.086144714,0.086144714,0.086144714,0.086144714,1,1.43E-09,8.00E-11,0.9999697,3.02E-05,2
2383,-1.790806844,0.099681988,-1.790806844,0.099681988,-1.790806844,-1.790806844,-1.790806844,-1.790806844,0.169521064,4.44E-09,3.38E-09,0.99972516,0.000274766,2
2391,-0.821473121,0,-0.821473121,0,-0.821473121,-0.821473121,-0.821473121,-0.821473121,0,4.52E-10,1.62E-08,0.999984,1.59E-05,2
2397,53.23595547,0.959216416,53.23595547,0.959216416,53.23595547,53.57802466,54.36946152,54.63182437,0.977700114,1.51E-10,1.13E-10,1,5.30E-08,2
2401,-16.20404419,0.002827748,-16.20404419,0.002827748,-16.20404419,-18.33545008,-14.44558271,-14.44558271,0.010074752,4.73E-10,1.05E-10,1,4.89E-09,2
2402,180.0533055,0.553659856,180.0533055,0.553659856,180.0533055,180.0533055,180.0533055,180.0533055,0.901547909,6.85E-10,3.83E-09,0.9999974,2.62E-06,2
2414,-1.310719309,1,-0.633788879,1,-0.633788879,-0.341503738,-3.838757944,-3.838757944,1,4.12E-11,9.50E-09,0.9999968,3.21E-06,2
2417,-1.563062359,0.268388242,-1.563062359,0.268388242,-1.563062359,-1.563062359,-1.563062359,-1.563062359,0.017267888,1.61E-11,2.41E-08,0.99999976,1.84E-07,2
2423,-3.364229396,0.553659856,-3.364229396,0.553659856,-3.364229396,-1.384573559,0.212285517,0.212285517,0.507278681,1.86E-11,7.26E-07,0.9999807,1.86E-05,2
2424,0.476876701,0,0.476876701,0,0.476876701,0.476876701,0.476876701,0.476876701,0,2.01E-12,9.33E-10,0.9999999,6.48E-08,2
2443,2.267914131,0,2.267914131,0,2.267914131,2.24636478,2.24636478,2.24636478,0.031522881,1.71E-11,2.68E-08,0.99999964,3.40E-07,2
2445,1.107628529,0.98551482,1.107628529,0.98551482,1.09224333,-0.723015099,-0.77532068,-0.77532068,0.982916951,5.30E-13,1.13E-09,0.99999976,2.55E-07,2
2449,-0.415343329,0.784378171,-0.415343329,0.784378171,-0.415343329,-0.415343329,-0.516873611,-0.686093735,0.872830033,3.67E-11,5.28E-10,0.9999994,5.61E-07,2
2450,-3.197880094,0.977700114,-3.194799811,0.977700114,-3.194799811,-3.034631903,-3.086992623,-3.290293717,0.982916951,1.41E-12,1.53E-11,1,3.42E-09,2
2455,1.640000648,0.988105774,1.52921014,0.988105774,1.52921014,0.723015099,-0.430726608,-0.430726608,0.982916951,5.74E-10,2.47E-07,0.9999981,1.70E-06,2
2456,-0.966086912,0.998400807,-1.101474449,1,-1.101474449,-1.283024328,-1.283024328,-1.283024328,1,2.10E-10,1.99E-10,1,3.00E-08,2
2458,180.0533055,1,180.0533055,1,180.0533055,180.0533055,180.0533055,180.0533055,1,2.41E-09,2.35E-06,0.9999926,5.06E-06,2
2459,-0.11383411,0.601859391,-0.11383411,0.601859391,-0.11383411,0.153829953,0.153829953,0.153829953,0.601859391,6.87E-13,1.12E-10,1,2.68E-08,2
2463,-2.514209453,0.869910777,-2.514209453,0.869910777,-2.514209453,-2.295620635,-2.412608412,-2.412608412,0.858145058,2.09E-10,7.93E-08,0.99999833,1.60E-06,2
2464,5.439642885,0.502949893,5.439642885,0.502949893,5.439642885,16.40717901,21.96754873,22.841355,0.472076327,1.34E-10,3.58E-09,1,9.04E-09,2
2466,2.249443185,0.628794491,2.249443185,0.628794491,2.249443185,2.046276269,2.046276269,1.861596516,0.628794491,5.13E-11,1.77E-09,0.9999999,7.85E-08,2
2471,-3.632283359,0,-3.632283359,0,-3.632283359,1.359955277,2.794414694,2.794414694,0,2.44E-06,2.96E-06,0.99998057,1.39E-05,2
2481,-3.3056965,0.864045799,-3.3056965,0.864045799,-3.3056965,-2.612737552,-2.95763506,-2.95763506,0.864045799,6.24E-07,4.18E-07,0.999998,1.02E-06,2
2488,1.415346689,0,1.415346689,0,1.406114716,1.406114716,1.384573559,1.332259954,0,3.48E-05,5.50E-07,0.9999578,6.82E-06,2
2506,2.363349484,0,2.110918006,0,2.110918006,1.618457784,1.378418967,1.239943891,0,4.93E-06,3.78E-07,0.99999464,1.25E-07,2
2507,-0.415343329,0.88441962,-0.415343329,0.88441962,-0.415343329,-0.870702857,-0.830703728,-0.830703728,0.872830033,8.62E-06,4.40E-07,0.9999906,3.36E-07,2
2509,0.178442794,1,0.178442794,1,0.178442794,-0.187672612,-0.301507512,-0.301507512,1,1.08E-07,2.61E-07,0.9999995,8.45E-08,2
2514,0.590714631,1,0.590714631,1,0.559947432,0.390730082,0.390730082,0.390730082,1,2.97E-06,4.42E-06,0.99999106,1.57E-06,2
2519,-0.276894478,0,-0.276894478,0,-0.276894478,-0.276894478,-0.276894478,-0.276894478,0,1.64E-06,2.59E-07,0.99999666,1.36E-06,2
2521,-5.010605022,1,-5.010605022,1,-5.010605022,-6.147001527,-4.476926633,-3.764792562,1,1.63E-07,2.41E-08,0.9999999,8.56E-09,2
2522,0.415343329,1,0.415343329,1,0.415343329,-0.316890663,-1.104551489,-1.104551489,0.98551482,3.16E-07,2.51E-07,0.9999989,4.83E-07,2
2525,69.27999973,0,69.27999973,0,69.27999973,64.15901322,64.1636019,64.1636019,0.561859071,1.33E-05,5.93E-06,0.99997914,1.68E-06,2
2534,-2.277149518,0.993267,-2.277149518,0.993267,-2.277149518,-1.033780083,-1.858518793,-1.858518793,0.990689814,3.16E-10,0.000182604,0.99981385,3.54E-06,2
2546,-2.495736118,0.893021643,-2.495736118,0.893021643,-2.495736118,2.391057354,2.95763506,2.95763506,0.901547909,8.02E-10,0.000197903,0.99979836,3.77E-06,2
2547,-0.744552586,0.024407953,-0.744552586,0.024407953,-0.744552586,-0.744552586,-0.744552586,-0.744552586,0.251658976,2.40E-10,0.000163703,0.9998349,1.33E-06,2
2556,1.289178749,0.890162826,1.289178749,0.890162826,1.289178749,1.470739212,1.569217293,1.569217293,0.79391247,4.65E-09,0.000816234,0.9991542,2.95E-05,2
2562,-1.790806844,0.251658976,-1.790806844,0.251658976,-1.790806844,-1.790806844,-1.790806844,-1.790806844,0.002827748,2.03E-10,0.000290007,0.999681,2.90E-05,2
2564,0.57533101,0.621248782,0.57533101,0.621248782,0.57533101,0.356886954,0.052302141,0.052302141,0.621248782,1.21E-08,0.00144622,0.99854565,8.20E-06,2
2565,0.141523532,0.91280061,0.141523532,0.91280061,0.356886954,0.978394731,1.033780083,1.033780083,0.980312049,1.15E-10,4.25E-05,0.99995387,3.58E-06,2
2567,0.15075334,1,0.15075334,1,0.33535047,7.991623537,16.96979404,16.96979404,1,1.02E-11,9.35E-06,0.9999845,6.11E-06,2
2568,-3.36114843,0.959216416,-3.293374342,0.959216416,-3.293374342,-2.905279119,-2.905279119,-2.905279119,0.964533627,3.01E-10,8.07E-05,0.99989593,2.34E-05,2
2571,0.476876701,0,0.476876701,0,0.476876701,0.476876701,0.476876701,0.476876701,0.199662626,5.63E-11,1.89E-05,0.9999738,7.35E-06,2
2593,-1.633845544,0,-1.633845544,0,-1.633845544,-1.633845544,-1.633845544,-1.633845544,0,3.01E-11,6.55E-05,0.99993134,3.18E-06,2
2599,-43.35270744,0.961878657,-43.35270744,0.961878657,-43.35270744,-43.35270744,-43.35270744,-43.35270744,1,3.46E-11,1.97E-05,0.9999747,5.62E-06,2
2617,0.067685126,0.988105774,0.067685126,0.988105774,0.067685126,-1.836973709,-1.880063876,-1.880063876,0.98551482,5.59E-11,8.94E-06,0.9999883,2.80E-06,2
2620,2.243286374,0,2.243286374,0,2.243286374,2.270992536,2.286385077,2.326406056,0,1.33E-10,1.20E-05,0.9999838,4.28E-06,2
2625,19.67679297,0.463076323,19.67679297,0.463076323,19.67679297,-0.455339982,-0.458416638,-0.458416638,0.368129671,3.78E-11,4.58E-06,0.99999475,6.40E-07,2
2626,0.876856596,0,0.876856596,0,0.876856596,0.876856596,0.876856596,0.876856596,0,4.70E-12,2.97E-06,0.9999958,1.15E-06,2
2627,0.65532611,0,0.65532611,0,0.65532611,0.65532611,0.65532611,0.65532611,0,5.49E-11,7.98E-06,0.9999912,8.01E-07,2
2633,-3.848003916,0.926684916,-3.848003916,0.926684916,-3.848003916,-14.30372989,-14.75158439,-14.75158439,0.887295485,7.26E-11,2.72E-05,0.99997103,1.72E-06,2
2635,-0.738399018,0,-0.738399018,0,-0.738399018,-0.738399018,-0.738399018,-0.738399018,0,2.37E-11,4.98E-06,0.9999914,3.65E-06,2
2636,-2.317170327,0.821964324,-2.317170327,0.821964324,-2.255600167,-2.135544056,-2.135544056,-2.135544056,0.969821692,1.33E-12,2.23E-06,0.99999726,5.72E-07,2
2641,0.870702857,0.921155095,0.870702857,0.921155095,0.870702857,1.258406899,1.258406899,1.258406899,0.98551482,2.56E-11,2.19E-05,0.99997735,8.16E-07,2
2648,5.442730339,0.426215053,5.442730339,0.426215053,4.936549164,-2.29869904,-2.572709743,-2.572709743,1,2.25E-08,2.31E-09,0.97164637,0.028353602,2
2650,-1.947778557,0.977700114,-1.947778557,0.977700114,-1.947778557,-1.52921014,0.470723347,0.470723347,0.977700114,1.49E-07,2.01E-09,0.97469974,0.025300128,2
2655,3.274890935,0.945794284,3.274890935,0.945794284,3.274890935,-1.344568967,-1.461507068,-1.461507068,0.982916951,1.91E-08,2.50E-09,0.99851245,0.001487598,2
2659,-1.064550141,0.211461216,-1.064550141,0.211461216,-1.064550141,-0.723015099,-0.723015099,-0.723015099,0,2.99E-08,5.85E-10,0.9715343,0.028465703,2
2662,1.07993517,0,1.07993517,0,1.09532037,0.753783023,0.69224726,0.69224726,0,1.08E-07,8.73E-09,0.9587372,0.04126276,2
2665,-1.563062359,0,-1.563062359,0,-1.563062359,-1.563062359,-1.563062359,-1.563062359,0,3.95E-08,3.09E-10,0.9986904,0.001309585,2
2666,42.28448345,1,41.31816079,1,41.31816079,15.08950602,-1.326105448,-1.326105448,1,3.29E-09,2.26E-11,0.99811965,0.001880333,2
2668,-1.812351244,0.038558919,-1.812351244,0.038558919,-1.812351244,-1.812351244,-1.812351244,-1.812351244,0,2.12E-07,3.59E-09,0.85525835,0.14474146,2
2678,1.258406899,0.98551482,1.258406899,0.98551482,1.258406899,1.563062359,1.113782609,1.113782609,1,3.07E-08,7.10E-10,0.9849726,0.015027377,2
2680,-43.35270744,0.977700114,-43.35270744,0.621248782,-43.35270744,-41.80035932,-41.80035932,-41.80035932,1,1.95E-06,2.83E-08,0.889198,0.11080002,2
2683,-1.790806844,0.099681988,-1.790806844,0.125655934,-1.790806844,-1.84620739,-1.793884567,-1.793884567,0.625036359,1.12E-07,6.33E-10,0.979787,0.020212896,2
2686,1.526132759,1,1.526132759,1,1.526132759,-0.319967297,-0.726091883,-0.726091883,1,3.83E-08,9.59E-11,0.73362464,0.26637536,2
2696,-1.61230268,1,-0.338427104,1,-0.338427104,2.868323571,1.215326719,1.215326719,1,2.41E-08,6.62E-10,0.9888976,0.011102405,2
2697,-3.034631903,0.982916951,-3.034631903,0.982916951,-3.053111896,-3.487465314,-3.487465314,-3.487465314,0.982916951,2.69E-09,1.97E-10,0.9796806,0.020319441,2
2701,110.0841581,0.964533627,110.0841581,0.964533627,110.0841581,166.4842605,180.0533055,180.0533055,0.553659856,1.76E-09,4.36E-11,0.86332893,0.13667111,2
2706,19.19133731,0.725111425,19.19133731,0.725111425,19.19133731,12.01454603,6.901499567,6.901499567,0.363129735,5.64E-06,1.11E-08,0.83165747,0.16833685,2
2709,70.4034107,1,70.4034107,1,70.4034107,109.8814699,122.1279173,122.1279173,1,2.55E-06,2.87E-08,0.58772624,0.41227117,2
2711,-3.050031954,0.869910777,-3.050031954,0.869910777,-3.050031954,-3.894235139,-3.894235139,-3.894235139,0.864045799,1.06E-07,3.67E-09,0.98557484,0.014425035,2
2712,-1.54767494,0,-1.54767494,0,-1.54767494,-1.563062359,-1.563062359,-1.563062359,0,2.08E-07,1.41E-08,0.7134672,0.28653267,2
2734,-1.061473101,0.993267,-1.061473101,0.993267,-1.061473101,7.827349039,3.80485639,3.80485639,1,2.29E-06,1.92E-08,0.7166277,0.28337,2
2739,0.741475802,0,0.741475802,0,0.741475802,1.910842982,1.599992472,1.599992472,0,1.24E-06,1.70E-08,0.5531422,0.44685656,2
2741,-2.846766367,0.982916951,-2.846766367,0.982916951,-2.846766367,-3.136274768,-2.332563209,-2.332563209,0.982916951,4.08E-08,8.16E-10,0.8941901,0.10580993,2
2744,-1.704630777,0,-1.704630777,0,-1.704630777,-1.953934514,-1.953934514,-1.953934514,0.412021875,1.67E-08,6.79E-11,0.8396219,0.16037804,2
2750,0.270741252,0,0.270741252,0,0.270741252,0.270741252,0.270741252,0.270741252,0,8.25E-10,9.99E-11,0.7053733,0.29462677,2
2762,55.0538348,0.918378234,55.0538348,0.918378234,55.0538348,55.90725152,55.90725152,55.90725152,0.993267,1.24E-06,3.08E-10,0.24262962,0.75736916,2
2768,0.11383411,0,0.11383411,0,0.11383411,0.107680916,0.658402894,0.658402894,0,1.95E-06,4.77E-09,0.464972,0.53502613,2
2773,-2.939156091,0.961878657,-2.939156091,0.961878657,-2.939156091,-2.347956261,-2.347956261,-2.347956261,0.926684916,2.14E-09,2.16E-11,0.9819083,0.018091638,2
2777,-2.837527736,0.106241122,-2.837527736,0.106241122,-2.837527736,-2.815971045,-2.089370533,-2.089370533,0,8.14E-08,1.76E-09,0.95376885,0.04623103,2
2778,-1.421501367,1,-1.421501367,1,-1.421501367,-0.612251734,-0.596868071,-0.596868071,1,3.67E-10,1.02E-12,0.986471,0.013529024,2
2781,0.772243896,0,0.772243896,0,0.772243896,0.772243896,0.772243896,0.772243896,0,1.22E-09,2.66E-12,0.96142584,0.038574077,2
2782,0.006153192,1,0.839934251,1,0.839934251,2.061667102,-1.510745511,-1.510745511,1,8.53E-10,7.46E-11,0.94728154,0.0527185,2
2786,-1.510745511,0,-1.418423985,0,-1.418423985,-0.396883394,0.707631137,0.707631137,0,8.69E-10,5.72E-11,0.8757049,0.124295145,2
2789,-6.901499567,0.765023112,-6.901499567,0.765023112,-6.901499567,-8.608890206,-9.792903071,-9.792903071,0.725111425,4.72E-08,2.11E-09,0.07784064,0.9221594,2
2791,87.36765327,1,87.36765327,1,87.36765327,122.3330966,127.204574,127.204574,0.995837271,7.57E-06,1.17E-06,0.5281896,0.47180173,2
2798,14.16824386,0.704520822,14.16824386,0.704520822,14.16824386,16.68674529,15.40884489,15.40884489,0.78117913,4.81E-09,1.36E-09,0.8088842,0.19111581,2
2805,-3.567575216,1,-3.567575216,1,-3.567575216,-4.029858426,-4.029858426,-4.029858426,1,3.88E-11,2.60E-11,0.55099905,0.44900092,2
2821,-0.701477612,1,-0.701477612,1,-0.609174993,-2.169405323,-2.849845968,-3.173237827,1,6.16E-13,1.45E-14,0.9982498,0.001750143,2
2828,1.753873829,0.790744781,1.753873829,0.790744781,1.753873829,-0.13844693,-0.799935292,-0.799935292,0.869910777,8.43E-12,5.52E-13,0.994028,0.005972031,2
2832,-6.978855582,1,-6.978855582,1,-6.978855582,-3.438169171,-3.379633203,-3.379633203,1,1.00E-11,9.22E-13,0.9993211,0.000678937,2
2838,-0.803012162,0.017267888,-0.803012162,0.017267888,-0.803012162,-0.803012162,-0.803012162,-0.803012162,0.181690574,5.68E-11,2.69E-12,0.99934393,0.00065601,2
2845,-1.199941007,0,-1.199941007,0,-1.199941007,0.369193534,0.369193534,0.369193534,0,6.78E-11,4.63E-11,0.9967411,0.003258922,2
2849,-0.190749225,0,-0.012306385,0,-0.012306385,0.227668583,0.227668583,0.227668583,0,4.11E-10,1.21E-10,0.9643805,0.03561952,2
2858,0.87993355,0,0.87993355,0,0.87993355,-1.43073334,-1.07993517,-1.07993517,0,8.29E-09,6.04E-11,0.88976234,0.1102377,2
2860,-0.556870734,0.038558919,-0.556870734,0.038558919,-0.556870734,-0.556870734,-0.556870734,-0.556870734,0.751901269,4.33E-10,6.03E-12,0.84243506,0.15756488,2
2874,0.476876701,0,0.476876701,0,0.476876701,0.476876701,0.476876701,0.476876701,0,7.98E-08,1.82E-07,0.9845243,0.015475364,2
2876,2.267914131,0,2.267914131,0,2.267914131,2.24636478,2.24636478,2.24636478,0.217307001,6.30E-07,3.69E-05,0.46565676,0.5343057,2
2881,0.15075334,0.982916951,0.15075334,0.982916951,0.15075334,-0.175366191,-0.199979065,-0.199979065,1,3.21E-08,4.80E-09,0.92994213,0.07005788,2
2890,0.415343329,1,0.415343329,1,0.415343329,0.415343329,0.412266673,0.412266673,1,1.25E-10,5.03E-10,0.9080931,0.09190695,2
2891,0.492260108,0,0.492260108,0,0.492260108,0.492260108,0.492260108,0.492260108,0.295663983,1.37E-11,8.40E-11,0.7173245,0.28267553,2
2897,2.264835555,0,2.264835555,0,2.264835555,2.264835555,2.267914131,2.267914131,0.665594399,4.20E-09,8.32E-10,0.16053922,0.8394608,2
2905,1.123013729,0.273901016,1.123013729,0.273901016,1.123013729,-1.283024328,-1.824662477,-1.824662477,0.193708956,1.34E-10,3.19E-10,0.54080725,0.45919278,2
2909,-1.953934514,0.066202387,-1.953934514,0.066202387,-1.953934514,-1.953934514,-1.953934514,-1.953934514,0.268388242,2.48E-10,1.03E-11,0.9468486,0.053151444,2
2914,-13.80619482,0.943087399,-13.80619482,0.943087399,-13.80619482,-15.2064489,-12.70998129,-12.70998129,0.953869879,7.32E-11,3.03E-12,0.997999,0.00200097,2
2917,2.095527003,0.38787514,2.135544056,0.407244176,2.135544056,1.769262443,1.753873829,1.753873829,0.790744781,9.20E-11,2.37E-11,0.99710137,0.002898667,2
2921,-3.401198942,1,-3.401198942,1,-3.404279567,-2.381821454,-2.338720532,-2.338720532,1,1.73E-09,2.99E-09,0.95949996,0.04050005,2
2922,-1.544597388,0.412021875,-1.544597388,0.412021875,-1.544597388,-1.544597388,-1.544597388,-1.544597388,0.875740469,3.98E-10,9.52E-09,0.44798994,0.55201006,2
